"index";"Company";"TypeName";"Inches";"screen_size";"Resolution_width";"Resolution_height";"IPS_panel";"Touchscreen";"Cpu_brand";"Cpu_name";"Cpu_speed";"Ram";"Memory_type";"Primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"Price";"ppi"
311;"Dell";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1050";"window";2.65;16221;141
312;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A10-Series 9600P";"2.40";6;"HDD";"1024";"0";"AMD";" Radeon R5 430";"window";2.4;58555;141
313;"Dell";"Notebook";15.6;"medium";1366;768;0;1;"Intel";"Core i5";"2.50";8;"HDD";"2048";"0";"Intel";" HD Graphics 620";"window";2.36;47893;100
314;"Dell";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.36;102564;157
315;"Asus";"Ultrabook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Nvidia";" GeForce 940MX";"window";1.63;93187;141
316;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";1.86;50563;100
317;"Asus";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";" HD Graphics 620";"window";1.3;103523;112
318;"Asus";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.0;24988;157
319;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";2.9;42038;127
320;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i5";"2.50";6;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 940MX";"window";2.8;48538;106
321;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";1.86;49444;141
322;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";8;"SSD";"256";"0";"Nvidia";" GeForce 920MX ";"N/A";2.2;31909;100
323;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i5";"2.50";6;"HDD";"1024";"0";"Nvidia";" GeForce GTX 940M";"window";5.8;18115;106
324;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Pentium Quad";"1.60";8;"HDD";"2048";"0";"Intel";" HD Graphics 405";"window";2.04;32980;100
325;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";8;"HDD";"2048";"0";"Nvidia";" GeForce 940MX";"N/A";2.2;85195;100
326;"Dell";"Notebook";17.3;"large";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"Hybrid";"128";"1024";"AMD";" Radeon 530";"window";2.8;36710;127
327;"Asus";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050 Ti";"window";2.5;15931;141
328;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050";"N/A";2.4;79920;141
329;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"AMD";" Radeon R7 M445";"window";2.33;28769;141
330;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"1024";"0";"Intel";" HD Graphics 505";"N/A";2.2;14119;100
331;"HP";"Ultrabook";14.0;"medium";1920;1080;1;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.36;64755;157
332;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;0;1;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.28;50563;166
333;"Asus";"2 in 1 Convertible";15.6;"medium";1920;1080;0;1;"Intel";"Core i7";"2.70";12;"Hybrid";"512";"2048";"Nvidia";" GeForce GT 940MX";"window";2.26;101179;141
334;"Toshiba";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce 930M";"window";2.2;23923;141
335;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"128";"0";"AMD";" Radeon R5";"window";2.1;65215;100
336;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";" GeForce 940MX";"window";2.3;32661;141
337;"Asus";"Gaming";17.3;"large";1920;1080;1;0;"AMD";"Ryzen 1700";"3.00";16;"Hybrid";"256";"1024";"AMD";" Radeon RX 580";"window";3.25;76031;127
338;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"AMD";"A8-Series 7410";"2.20";4;"SSD";"128";"0";"AMD";" Radeon R5";"window";2.6;70489;106
339;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";" HD Graphics 520";"window";1.86;31808;141
340;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;0;1;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.62;61219;166
341;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"256";"0";"AMD";" Radeon R5";"window";1.91;149131;141
342;"Lenovo";"Notebook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.1;61752;166
343;"Lenovo";"Netbook";11.6;"small";1366;768;1;0;"Intel";"Celeron Quad";"1.10";4;"SSD";"128";"0";"Intel";" HD Graphics 500";"window";1.59;60867;135
344;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";" HD Graphics 400";"window";1.8;47899;100
345;"Asus";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 500";"window";1.5;58555;112
346;"Acer";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1050";"linux";2.4;34046;141
347;"HP";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050";"window";3.35;44542;127
348;"Dell";"Ultrabook";13.3;"small";3840;2160;1;1;"Intel";"Core i7";"1.80";16;"SSD";"1024";"0";"Intel";" UHD Graphics 620";"window";1.21;64961;331
349;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"N/A";1.85;74589;141
350;"MSI";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";2.8;13054;141
351;"Acer";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A8-Series 7410";"2.20";8;"SSD";"256";"0";"AMD";" Radeon R5";"window";2.23;74539;141
352;"Asus";"2 in 1 Convertible";11.6;"small";1366;768;0;1;"Intel";"Celeron Dual";"1.10";2;"Flash Storage";"32";"0";"Intel";" HD Graphics 500";"window";1.1;27784;135
353;"Asus";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1060";"window";2.3;68184;141
354;"Lenovo";"Notebook";14.0;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce 940MX";"window";1.5;158135;157
355;"Asus";"Ultrabook";13.3;"small";1920;1080;0;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.1;36710;166
356;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"Hybrid";"128";"1024";"AMD";" Radeon 530";"window";2.33;47366;141
357;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;1;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.13;47366;210
358;"HP";"2 in 1 Convertible";13.3;"small";3840;2160;1;1;"Intel";"Core i7";"1.80";16;"SSD";"1024";"0";"Intel";" UHD Graphics 620";"window";1.29;71395;331
359;"Lenovo";"Notebook";13.3;"small";1920;1080;1;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";" HD Graphics 620";"window";1.5;80133;166
360;"Lenovo";"Notebook";13.3;"small";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"16";"0";"Intel";" HD Graphics 510";"chromeOS";1.45;42571;118
361;"Dell";"Workstation";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.60";8;"HDD";"500";"0";"AMD";" FirePro W5130M";"window";2.23;74539;141
362;"HP";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.95;24456;157
363;"Dell";"Workstation";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";" Quadro M1200";"window";2.0;31169;141
364;"Acer";"Notebook";11.6;"small";1366;768;0;0;"Intel";"Pentium Quad";"1.60";4;"Flash Storage";"128";"0";"Intel";" HD Graphics 405";"window";1.4;73367;135
365;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;0;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.42;160520;210
366;"HP";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.48;45821;157
367;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1050";"window";3.0;69211;127
368;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Nvidia";" GeForce 920MX";"window";2.79;19660;106
369;"Asus";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.0;46300;157
370;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1050 Ti";"window";3.0;87859;127
371;"HP";"Notebook";15.6;"medium";1366;768;1;0;"Intel";"Core i7";"1.80";8;"HDD";"1024";"0";"Intel";" UHD Graphics 620";"window";2.1;72940;100
372;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"A12-Series 9720P";"2.70";8;"SSD";"256";"0";"AMD";" Radeon RX 540";"window";2.2;62231;100
373;"Acer";"Notebook";15.6;"medium";1366;768;1;0;"Intel";"Core i5";"1.60";12;"HDD";"1024";"0";"Nvidia";" GeForce MX130";"window";2.2;42486;100
374;"Lenovo";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 500";"window";1.44;21258;112
375;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";6;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";8.23;74006;100
376;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050 Ti";"window";2.7;95851;127
377;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"AMD";" Radeon R7 M445";"linux";2.33;120832;141
378;"Asus";"Ultrabook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";" GeForce 940MX";"window";1.7;45768;141
379;"HP";"Ultrabook";15.6;"medium";1920;1080;0;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"256";"0";"AMD";" Radeon 520";"window";1.91;74539;141
380;"Lenovo";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";" Radeon RX 550";"window";2.1;20193;141
381;"HP";"Ultrabook";12.5;"small";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.26;39207;176
382;"Dell";"Notebook";15.6;"medium";3840;2160;0;1;"Intel";"Core i7";"2.80";32;"SSD";"1024";"0";"Nvidia";" GeForce GTX 1050";"window";2.06;59887;282
383;"Lenovo";"Notebook";14.0;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.9;61006;157
384;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1050 Ti";"window";2.7;78055;127
385;"Dell";"Workstation";15.6;"medium";3840;2160;0;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";" Quadro M1200";"window";1.78;42517;282
386;"Toshiba";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.0;41345;141
387;"Asus";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"Hybrid";"256";"1024";"Intel";" HD Graphics 620";"window";2.0;18595;157
388;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;1;0;"Intel";"Core i7";"2.70";16;"SSD";"1024";"0";"Intel";" HD Graphics 620";"window";1.13;42571;210
389;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";" HD Graphics 500";"window";2.2;37589;100
390;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";" HD Graphics 520";"window";1.85;49657;141
391;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1050";"window";2.9;12734;127
392;"Lenovo";"Notebook";25.6;"large";1920;1080;1;0;"Intel";"Core i5";"1.60";8;"Hybrid";"256";"1024";"AMD";" Radeon RX 550";"window";2.1;41825;86
393;"Acer";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"linux";2.5;24634;141
394;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";2.8;24935;127
395;"Asus";"Ultrabook";14.0;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.1;21152;157
396;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";" HD Graphics 520";"window";1.2;34046;166
397;"Acer";"Netbook";11.6;"small";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"SSD";"128";"0";"Intel";" HD Graphics 400";"window";1.4;92121;135
398;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Intel";" HD Graphics";"window";1.36;101232;157
399;"Lenovo";"Notebook";35.6;"large";1920;1080;0;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";2.2;26587;62
400;"HP";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";12;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";3.35;78801;127
401;"Lenovo";"2 in 1 Convertible";15.6;"medium";3840;2160;1;1;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";" GeForce GTX 1050";"window";2.0;59513;282
402;"Asus";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.37;143803;141
403;"Lenovo";"Notebook";14.0;"medium";1920;1080;1;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"AMD";" Radeon R7 M460";"N/A";1.5;44169;157
404;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.90";8;"SSD";"256";"0";"Nvidia";" Quadro M2200M";"window";2.67;28992;141
405;"Chuwi";"Notebook";12.3;"small";2736;1824;1;0;"Intel";"Celeron Quad";"1.10";6;"Flash Storage";"64";"0";"Intel";" HD Graphics 500";"window";1.4;30849;267
406;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"500";"0";"Intel";" HD Graphics 500";"window";2.0;68198;100
407;"Lenovo";"Notebook";11.6;"small";1366;768;0;0;"Intel";"Celeron Dual";"1.10";2;"Flash Storage";"32";"0";"Intel";" HD Graphics 500";"window";1.15;21259;135
408;"Mediacom";"2 in 1 Convertible";11.6;"small";1920;1080;1;1;"Intel";"Celeron Dual";"1.10";4;"SSD";"32";"0";"Intel";" HD Graphics 500";"window";1.16;48305;190
409;"Samsung";"Netbook";11.6;"small";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"16";"0";"Intel";" HD Graphics 400";"chromeOS";1.15;11935;135
410;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Nvidia";" GeForce GTX 940MX";"window";2.2;99580;100
411;"Lenovo";"Workstation";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Nvidia";" Quadro M1200";"window";2.67;13586;141
412;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.90";8;"SSD";"256";"0";"Intel";" HD Graphics 630";"window";2.31;13267;141
413;"Lenovo";"Notebook";13.3;"small";1920;1080;1;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.4;50563;166
414;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;1;0;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Nvidia";" GeForce GT 940MX";"window";1.7;93635;210
415;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";8;"HDD";"2048";"0";"AMD";" Radeon 530";"window";2.02;30311;141
416;"Asus";"Notebook";35.6;"large";1920;1080;0;0;"Intel";"Core i3";"2.40";8;"HDD";"1024";"0";"Nvidia";" GeForce 940MX";"linux";2.3;127819;62
417;"Lenovo";"Notebook";14.0;"medium";1920;1080;1;0;"Intel";"Core i3";"2.70";4;"SSD";"128";"0";"Intel";" HD Graphics 620";"window";1.7;32922;157
418;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";" Radeon 520";"window";2.1;59088;141
419;"HP";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.80";12;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1060";"window";3.78;18595;127
420;"Dell";"Gaming";27.3;"large";2560;1440;1;0;"Intel";"Core i7";"2.90";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";4.42;27754;108
421;"Lenovo";"Workstation";15.6;"medium";3840;2160;1;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";" GeForce 940MX";"window";2.3;33566;282
422;"Acer";"2 in 1 Convertible";13.3;"small";1920;1080;1;1;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.6;130536;166
423;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;1;0;"Intel";"Core i7";"2.60";12;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.4;104695;210
424;"Dell";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050 Ti";"window";2.62;62284;141
425;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.90";16;"SSD";"512";"0";"Nvidia";" Quadro M2200M";"window";2.5;159787;141
426;"HP";"2 in 1 Convertible";13.3;"small";3840;2160;1;1;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";" UHD Graphics 620";"window";1.29;44702;331
427;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;1;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.27;23976;166
428;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"1.80";8;"Hybrid";"256";"2048";"AMD";" Radeon 530";"window";2.02;85195;141
429;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"AMD";"Ryzen 1600";"3.20";8;"Hybrid";"256";"1024";"AMD";" Radeon RX 580";"window";3.2;14599;127
430;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";" HD Graphics 400";"window";2.1;51096;100
431;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"HDD";"500";"0";"AMD";" FirePro W4190M ";"window";1.9;48964;141
432;"Google";"Ultrabook";12.3;"small";2400;1600;0;1;"Intel";"Core i7";"1.30";16;"SSD";"512";"0";"Intel";" HD Graphics 615";"chromeOS";1.1;138475;235
433;"Google";"Ultrabook";12.3;"small";2400;1600;0;1;"Intel";"Core i5";"1.20";8;"SSD";"128";"0";"Intel";" HD Graphics 615";"chromeOS";1.1;18328;235
434;"Lenovo";"Ultrabook";24.0;"large";2560;1440;0;0;"Intel";"Core i7";"2.70";24;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.32;64629;122
435;"Dell";"Ultrabook";13.3;"small";1920;1080;0;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";" UHD Graphics 620";"window";1.42;52747;166
436;"Asus";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";" HD Graphics 620";"linux";2.0;84396;141
437;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"linux";1.6;99154;157
438;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"AMD";" Radeon R5 M430";"linux";2.3;149131;141
439;"Asus";"Notebook";15.6;"medium";3840;2160;1;0;"Intel";"Core i7";"2.60";12;"Hybrid";"128";"1024";"Intel";" HD Graphics 530";"window";2.06;20726;282
440;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"AMD";"A6-Series 9220";"2.50";8;"HDD";"1024";"0";"AMD";" Radeon R4";"window";2.8;37776;106
441;"Dell";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Core i3";"2.30";8;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";1.79;77251;112
442;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"1.60";4;"SSD";"256";"0";"AMD";" Radeon 530";"window";2.2;63499;141
443;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"180";"0";"Intel";" HD Graphics 620";"window";1.7;34579;157
444;"Lenovo";"Ultrabook";12.5;"small";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.36;19442;176
445;"Toshiba";"Notebook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.05;44222;166
446;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Pentium Quad";"1.10";4;"SSD";"128";"0";"Intel";" HD Graphics 505";"window";2.2;56690;141
447;"Dell";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Nvidia";" GeForce 940MX";"window";2.16;36497;141
448;"HP";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050";"window";2.2;48964;141
449;"HP";"Ultrabook";13.3;"small";1920;1080;1;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.32;13267;166
450;"Dell";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.80";8;"SSD";"256";"0";"Nvidia";" GeForce 930MX";"window";1.64;99367;157
451;"Dell";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.64;60473;157
452;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";" HD Graphics 620";"linux";2.4;63723;100
453;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.40";4;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.18;141885;100
454;"Dell";"Workstation";15.6;"medium";1920;1080;0;0;"Intel";"Xeon E3-1505M";"3.00";8;"HDD";"64";"1024";"Nvidia";" Quadro M620";"window";2.23;167692;141
455;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";1.63;65481;100
456;"MSI";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 1050";"window";2.2;64140;141
457;"HP";"Notebook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"1.60";4;"SSD";"128";"0";"Intel";" UHD Graphics 620";"window";1.49;22324;166
458;"Microsoft";"Ultrabook";13.5;"small";2256;1504;0;1;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";" Iris Plus Graphics 640";"window";1.25;28505;201
459;"Dell";"Notebook";17.3;"large";1920;1080;1;0;"Intel";"Core i5";"1.60";8;"Hybrid";"128";"1024";"AMD";" Radeon 530";"linux";2.8;39907;127
460;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";" HD Graphics 620";"window";1.91;20726;100
461;"Chuwi";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Atom x5-Z8350";"1.44";4;"Flash Storage";"64";"0";"Intel";" HD Graphics";"window";1.89;53734;141
462;"Dell";"Workstation";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"Nvidia";" Quadro M620";"window";2.17;28718;141
463;"Lenovo";"Notebook";24.0;"large";1920;1080;0;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";2.02;38308;92
